298,41.7,2.1,109.8,3.8
303,42.4,2.1,110.4,3.9
308,43.1,2.2,110.1,3.9
313,43.8,2.2,110.1,3.9
318,44.5,2.2,110.0,3.9
323,45.2,2.3,110.1,4.0
328,45.9,2.3,110.0,4.0
