20.89474,0.2136,0.000030,0.0000
20.70572,0.0123,2.0804,0.0023
20.73823,0.0118,8.3532,0.0090
20.79341,0.0116,18.7608,0.0200
20.87246,0.0125,33.4601,0.0370
20.97498,0.0123,52.5726,0.0573
21.10063,0.0122,76.1979,0.0824
21.25011,0.0121,104.3065,0.1121
21.42417,0.0121,137.2213,0.1467
21.63123,0.0122,176.4553,0.1879
