20.83990,0.2127,0.000030,0.0000
20.71236,0.0123,2.0808,0.0023
20.74397,0.0118,8.3541,0.0090
20.79987,0.0116,18.7633,0.0200
20.87899,0.0125,33.4640,0.0370
20.98223,0.0123,52.7348,0.0575
21.11507,0.0122,77.5575,0.0838
21.25643,0.0121,104.3036,0.1121
21.43148,0.0121,137.2225,0.1467
21.63260,0.0122,175.5240,0.1870
